bin_name	total_scgs	supporting_scgs	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species	WAM_ALR	WAM_CCR	WAM_IPI	WAM_MAR	WAM_MYS	WAM_PBL	WAM_PJN	WAM_PPR	WAM_PST	WAM_ROL	WAM_SCR	WAM_SGN	WAM_SIS	WAM_TWN	WAR_ALR	WAR_CCR	WAR_IPI	WAR_MAR	WAR_MYS	WAR_PBL	WAR_PJN	WAR_PPR	WAR_PSK	WAR_PST	WAR_RNW	WAR_ROL	WAR_SCR	WAR_SGL	WAR_SIS
WA_MAG_00017	20	12	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA1268	UBA1268	UBA1268 sp002694955	0.2623218973390811	0.0	0.01858505747126437	0.13888309614729683	0.0	0.03549093183239525	0.7794001511968806	0.06873477951369375	0.5293431107287347	0.2753929642938081	0.06925178873188796	0.1236425550483377	0.3174194083291201	0.012186379928315411	0.3867118882493834	0.04047619047619048	0.06368585267311419	0.3226423795441894	0.26875922068329416	0.05074669833387311	2.257235708951347	0.06991548571612198	0.08177310070081778	1.7398639814037746	0.1427773908898371	0.5795388051193281	0.13060910942483187	0.10134837227219454	0.24030108649387755
WA_MAG_00018	22	22	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Casp-actino5	None	1.6849007622801744	0.9673759582964109	0.8694422610212211	1.0463423750035792	0.29964966198998333	0.5538697723020275	1.2106385883999222	0.5264167683496003	1.144882005825767	0.5007896883050509	0.2996712245271817	1.8042428836243543	0.1768411679148258	0.7895010837964448	1.5752720760648968	0.4402924801514017	0.8287962241475154	1.367327167004988	0.42373112228245624	1.9242303596421833	1.602435661588717	0.8338250700361928	0.9378065058117663	2.0931712870692656	1.246326079722708	1.3231531582869978	2.0969539761613514	1.268231317922365	1.1103768061978994
WA_MAG_00019	22	22	Bacteria	Proteobacteria	Gammaproteobacteria	PS1	Thioglobaceae	VMDI01	VMDI01 sp008080915	1.9309356553952994	0.1865922152217215	0.0	0.5879098519275663	0.0	0.06599326599326599	0.0	14.957084757331641	0.028528528528528527	0.12241056533335946	0.4914096168030587	0.10634267823584684	0.02356902356902357	1.406323462814745	0.0	0.06359212563592126	0.026874585268745855	0.025724874645737958	0.0	0.0	0.0	0.1281883588670877	0.020027864855451064	0.0	0.0	0.0	0.5921799831523344	0.0	0.0
WA_MAG_00020	20	20	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Litoricolaceae	HIMB30	None	0.1533573645505356	1.2309061677180935	0.021376811594202898	0.3094719192116398	0.2339173641405013	0.27480957092134267	0.3661364062552309	1.0027318615164638	0.3234338453095055	0.04407894736842105	24.309942038137997	0.7585096028465925	0.0	0.20283809526494317	0.04499406230017357	0.1596701709517098	0.11567217828900071	0.3124271432565915	0.2589036011045096	0.2870259170681403	0.39692414274941556	0.12414529748276752	0.03915094339622642	0.289758980520329	0.2812892749789021	0.15651091696388458	0.517922748202287	0.2208103345005903	0.03737373737373738
WA_MAG_00021	21	15	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA7428	UBA7428 sp011526285	0.03142333990940182	0.9527783173970754	0.636896352233344	2.3885083488996197	3.185438671900885	0.7737937502760275	5.314326210712055	1.6359717359744101	0.6221022130402213	0.9245486565076501	10.948943887552772	0.4736365525193848	9.763970098507393	0.15350650962041246	0.03091684434968017	0.589438539294987	0.04961367262954565	0.03687668020940715	0.6027507742485066	0.11951189534817187	1.8811967133778318	0.49491653375442357	0.0	0.1653860974484846	0.07710553287191489	0.06344019089117128	1.9915383697308497	0.09117016103307703	0.0
WA_MAG_00022	21	13	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	UBA8592	MedAcidi-G2A	MedAcidi-G2A sp002380145	1.1286240590456487	2.7254549764203024	0.946067961538668	0.7190853614900384	0.36313496891919755	0.639940037020557	1.793992264766138	0.8658801623232709	2.1296331889233397	0.842141967497022	2.2569238241772354	1.1745224220226202	0.42337972933449275	0.0	1.6301275705730234	8.625124233540785	1.2671419142199707	2.5657470620125564	1.080806297098635	2.6856500444461737	3.4270098427679403	8.017105841619033	1.0512074104603104	4.832361400537282	2.031894914630995	2.8310476891236824	4.175660807520741	2.0175218297671855	1.5431512969914154
WA_MAG_00023	21	17	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium	Marinobacterium sp013283365	0.22340995132251268	0.4385384491011444	0.0	6.780159103133345	7.406434218147003	2.4063121531393583	0.08929255566173892	1.8185603343355776	1.6160312641693184	0.380933856122076	74.59043331640444	1.8607987230457217	0.0	28.201221459662833	0.0	0.015530925013683633	0.008003201280512205	0.07432742039483613	0.0	0.0	0.0	0.0	0.059069482112876145	0.44428758521630696	0.0	0.06676003734827264	0.0	0.0	0.0
WA_MAG_00024	20	8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	MED-G52	MED-G52 sp002457055	2.1328236078862517	2.2930927361216566	1.4318019801426505	1.3247204148478886	1.1915225851548872	1.4620713752866012	2.5188912064350673	1.1036170927499187	1.5482698651596496	1.225890261725302	1.0422698268291852	2.8375644870395362	0.528187714949241	0.47198799227579025	2.5345892130230934	1.133660240964391	1.3404213234245508	1.9349317335086649	1.336070025236916	1.923833870193612	1.7754991211714308	2.347835609077107	2.1816435389612043	3.631068063565331	2.0918661710751203	3.3786386542148343	3.199249452342467	2.6642135939983826	3.0243488356282384
WA_MAG_00025	20	20	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	VMDJ01	VMDJ01 sp008080925	5.726843797743401	1.6675569510667922	0.6211621498549641	6.836918262434194	20.75628203226217	85.11975600559745	9.456634929691129	32.36381399994175	12.083687215052525	55.20774537179837	74.76451806571302	5.686950304726965	7.546567107248296	26.353433972896987	0.04327485380116959	0.34421912192942083	0.1433503722616626	0.10639456115252366	0.5563497040279081	0.9127521429845104	0.2872940282076869	0.15872445790924053	0.10789128695367105	0.7633150171761814	0.23150348772356563	0.034006734006734006	0.24576771554393315	0.05500378387344239	0.052079984202772045
WA_MAG_00026	9	3	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	WTJO01	WTJO01 sp011524805	1.617577749745873	0.30697140374559734	0.5680741070399288	0.06168961187955927	0.9986395232999994	0.07638836812065158	0.23092925160429545	1.419485549248157	0.22419535860396078	0.647834548992736	0.5354947258628688	1.1058032331212697	0.257168458781362	0.0	0.8755707724379008	0.28544456960497977	0.5092295957794659	0.0	0.3282024982262088	0.0	0.0	0.6094927416570948	0.6992771732721974	0.2808249613032705	0.0	0.6302194713676541	1.5249648406017557	0.4147756668536191	0.5254638280671174
WA_MAG_00027	20	16	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	UBA11606	UBA11606	UBA11606 sp002694825	1.8461203771680292	0.7195639991399341	0.5280847339505812	0.1447715194958194	0.6177627972969713	0.050047289432111085	0.23863921243946457	1.8609853793853879	0.16540372846252183	0.23711060562696434	0.3010992802185589	0.39119981761733486	0.09501379034440562	0.48716774189048584	1.1610928628917607	0.10524851011115574	0.18902594688955815	0.09626430174091852	0.27487076660091836	0.005028735632183908	0.0	0.5579221448419516	0.6811762600840224	0.20439990151742107	0.11189288128439823	0.46766031660180724	1.8687790136642224	0.27448739792655397	1.2588362295164273
WA_MAG_00028	17	11	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Casp-actino5	Casp-actino5 sp010024485	0.34053516448751475	0.17878058099534574	0.024374956411811494	0.6229602574129105	0.13451869287666948	0.0	0.20694382482524598	0.01721664275466284	0.11707818625108496	0.0	0.0	0.1443586912703069	0.08348009862627685	1.052765520634017	0.3743324880000969	0.1052523705245898	0.17670153930670623	0.1081120000074684	0.0	0.1260607222652143	0.21360228542543436	0.03125077347273169	0.3623442736548644	0.18051454686993962	0.05204914583859294	0.17486464033055762	0.0018068660911463562	0.1381165913958184	0.3190077729936745
WA_MAG_00029	7	6	Archaea	Thermoplasmatota	Poseidoniia	MGIII	CG-Epi1	CG-Epi1	CG-Epi1 sp002724775	1.5425969102161168	0.4653980793521895	0.9310400643414469	0.15181654254501936	0.25857587587092945	0.03185115105644907	0.8716810562098308	0.0026903416733925207	0.13922518159806296	0.9969182900006811	0.2720573427763589	0.12423429163529176	0.2665994299756639	0.0	1.8474256937697635	0.8544665035187052	2.8092665596424204	1.037690989960575	1.4266904508727767	0.6676254522391829	0.6201899727886707	1.7267572303013201	1.6380804723982096	0.5594951633314922	0.6164289211727544	3.6593267881498313	0.8493329812203891	1.0585322831571955	2.7145102894250823
WA_MAG_00030	10	9	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-N1	MGIIb-N1 sp011523055	5.45873833866782	2.9122799236786925	7.029101110142683	2.4915772708814203	2.745656522770645	0.9574872962851672	3.105423961668261	1.6725418133348657	2.6770576030183233	2.0737693794877705	1.7817364993687792	1.4564503683875738	0.5604961871102143	0.3392808786452174	7.533087287055025	6.7031365581502795	8.990118686036514	4.432308387464215	8.266523602412432	5.2364679239718726	4.881083389809419	7.641287440580639	5.072357090627593	5.0656036638770905	3.6031527748376333	10.424822074576905	8.432630485528541	6.859093418164084	9.517031883319085
WA_MAG_00031	10	6	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Thalassarchaeaceae	MGIIb-N1	MGIIb-N1 sp002505455	1.6609290938005863	0.39484699391844247	1.9290041544729675	0.6004011171445902	0.21062938043173535	0.04927880095127481	1.0149431291823539	0.05100574712643678	0.8994900669863938	0.9978652317239914	0.12393405600722676	0.37021853146853145	0.22671292595218265	0.08979591836734693	2.573832159651696	1.6262626058099425	3.1301312536418235	2.352370800536506	1.3569413081806014	2.506420544980303	1.7131090739740489	0.7151945847715885	1.6441198008382074	2.189214315566951	1.2929374294394445	2.7154742884056606	0.8256970406107674	1.6070030709006111	4.0008173657306925
WA_MAG_00032	17	15	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	None	None	0.0	0.015323776569451312	0.0007493443237167478	0.161527761010949	0.03562888570062171	0.3135424772422964	0.0	0.8106985787604143	0.04167547303303249	4.793699455659992	0.3785791340709919	0.013895321908290875	0.051417843846736935	0.6313163710481193	0.037238424781677375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08023884612774845	0.03839182731916296	0.0	0.01013439083498568	0.0	0.0
WA_MAG_00033	17	15	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	Rubripirellula sp012270385	0.48804274993530444	0.3360979670590977	0.8800934911823197	0.20978672170622636	0.4814033415594704	0.14918310592975909	1.0351256510853477	0.310794791772176	0.8556401734325696	0.3248656815907363	0.0	0.45839101359160195	0.1812302620576972	0.3720001049874292	0.7360283219092298	0.13904936974789917	0.6589660414078388	0.29611639386624633	0.5779120754446483	0.23963373964971635	1.1328188605572012	0.32486581490788463	0.438844099194809	1.4088997217287622	0.5092658427799033	0.8467798752511896	0.1327841405240786	0.489852377588803	0.6388488281803606
WA_MAG_00034	21	16	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium	Marinobacterium sp013373575	0.08113184341837093	0.033078880407124686	0.0	0.4623120116152774	0.0368410495605383	0.17993421023107198	0.0	1.0858119769513768	0.08301890296488265	0.0	33.6494241571685	0.0	0.0	1.4036066272587473	0.0	0.0	0.0	0.0	0.0	0.033683582979357626	0.0	0.0	0.0	0.17547578590702878	0.0	0.0	0.0	0.0	0.0
WA_MAG_00035	22	10	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Marinoscillaceae	MED-G16	MED-G16 sp002701745	0.816997483165956	1.7850834204209554	1.885808793865484	1.4208467708300363	0.31992814483637844	0.8113008210285073	1.7380702935926395	0.8747230711968176	0.9885676245659286	0.6081539680319469	3.321302076494636	1.121504488699251	0.42796052313994826	0.11209968510262494	0.6884919525047839	6.086560703496843	1.8585298318840864	3.1897070708068025	2.0146812691342237	3.004581617706394	2.0437138682303133	6.021018378140999	1.9577483279939067	2.7871765488581173	2.0762052772368347	1.2742521664329065	5.039107417759138	2.691358664955224	1.3557947829885395
WA_MAG_00036	22	18	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	UBA10364 sp002378005	1.2849641454042648	2.549115164174065	0.20359551191798014	18.0797103185982	6.023797774106904	12.304884471747153	4.657992906940739	22.028635051966816	7.808259659576814	3.522670186967819	9.288363444002318	2.0141075996517044	0.24387642000159362	11.193534988803453	0.1141198306582122	1.2684182642954487	0.06643062334616802	0.8744872282958941	0.48449749715158746	1.460111598933433	0.5917460771532762	3.489409035329908	0.18582274118168465	1.2621249195586115	0.8598617811222663	0.05931171813524754	6.380726108802232	0.6819414694793267	0.16986658048469555
WA_MAG_00037	21	12	Bacteria	Planctomycetota	UBA8108	UBA1146	UBA1146	UBA12191	UBA12191 sp012269595	1.4626515883592557	1.6310679081967776	1.335841466265193	0.39815991872253725	0.7111886508672702	0.25502494993194313	2.061582873418274	0.18676050975252773	1.3468244130192657	1.2182058586360882	0.0881173042572059	1.213726742484169	0.36610525899846647	0.755662734407326	2.4769836143422754	0.6313898177777519	1.3889583739889115	1.1260342598799895	1.7495495010632562	1.742316397996682	2.9744915209060854	0.4468948706977397	1.3835446098572737	4.008306219432303	2.1985712072631607	2.7369567755526325	2.006008921302797	2.156834222453749	2.730291223165341
WA_MAG_00038	19	19	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	None	0.7070556003979236	8.934063591881214	2.4975491640636585	52.16746206359504	14.051928250419406	95.44567441626822	58.86388806909226	16.24365080195545	13.292104911290906	8.660219708373855	53.58227077310192	9.472854478528113	54.34764962655913	12.055469683537126	0.18177603468354075	4.917088378020275	0.006868234415826801	0.66715888479081	3.154172197231297	2.7192784542641073	4.976882732743244	2.703686335568707	0.35430172021686396	1.6431513898421521	1.906985531919833	0.03937324226597027	16.30615136572792	1.0700507020470393	0.0
WA_MAG_00039	1	1	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	UBA2284	UBA2284 sp003605085	0.0	0.0	0.0	0.0	0.0	0.0	1.1833333333333333	0.0	0.48333333333333334	0.0	0.0	0.45	0.0	0.0	0.0	2.3	0.0	1.4147582697201018	0.0	1.8333333333333333	0.0	2.2714285714285714	0.0	1.7976190476190477	1.524390243902439	0.0	1.1666666666666667	1.4248210023866348	0.11190476190476191
WA_MAG_00040	20	19	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus	None	79.24958500048565	83.11251386444306	97.4116550002373	41.87136141453417	99.1693583196012	22.903953784057144	61.49544981507675	96.93492127291638	44.85314430846341	35.11319046947899	18.298942137289206	85.86369048627249	21.514014332908264	22.177463432890413	82.99885741443475	51.27527258649104	73.17792810836707	43.09934219683409	102.32640212985243	48.1474210124015	61.72508094385713	95.30135926586667	92.84924455372241	97.42716478396156	72.97445713708035	91.06504069916654	73.044728483769	71.37767177443716	72.18554413414738
WA_MAG_00041	7	7	Archaea	Thermoplasmatota	Poseidoniia	Poseidoniales	Poseidoniaceae	Poseidonia	Poseidonia sp011524855	0.0	0.0	0.5127442541204507	0.0	4.125461377978395	0.0	0.862115927632978	0.022156084656084655	0.0	0.820521089359752	0.0	0.20055838281029123	0.0	0.0	0.0	0.0	0.0	0.0	0.323245458137629	0.0	0.0	0.02248677248677249	0.0	0.0	0.10879120879120878	0.0014074595355383533	0.1540127678978568	0.0	0.0
WA_MAG_00042	24	14	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA724	UBA724 sp002723075	0.4530362309779156	0.8227906271935573	0.5631862365944326	0.5007418954460865	0.12257345962211325	0.3666578819465152	0.6767346119574787	0.3650832102290173	0.596582412616185	0.33377504649097695	0.6253477899379676	0.632239238276587	0.4459987301009143	0.09653418178637478	0.4423356898351363	1.653115797238189	0.7297782410758504	1.4419420949653101	0.6108189538234307	1.1848898286522136	1.4607520050114757	1.5968798971292772	0.4673694446042172	1.3577082097653188	0.8578131616764259	0.8463762891727699	2.9663627479166386	1.7170447749150608	0.5035281462521799
WA_MAG_00043	23	23	Bacteria	SAR324	SAR324	SAR324	NAC60-12	UBA1014	UBA1014 sp001469005	5.294130994962402	1.87991919678249	5.5797660934120055	3.2249222425304107	2.2876943160860286	0.9733982771752288	3.7699448180504334	1.6397473507735263	3.194219083381577	3.5524686260804854	2.212882021587992	2.2304400045959585	2.9887805539180037	0.42283648344563785	6.2809626113361	2.939216308823453	4.503606806191014	5.390251024299454	5.487544392750747	4.286228395104057	5.3039208316553585	2.886508796800404	4.5241539196318135	7.221800933324205	3.4264678296155004	6.130268782173699	2.8223577576689736	4.303499221290442	9.242107486886
WA_MAG_00044	4	4	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	None	None	0.18447837150127228	0.0	0.0	0.24350240486172042	1.2658426279860389	0.0	0.0	0.5167934093789607	0.16412213740458015	0.3280402001884892	0.7814280626780626	0.0614702154626109	0.062340966921119595	9.461055552428585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29967948717948717	0.0	0.0	0.0	0.0	0.0
