gene_name	mag_id	e_value	gene_callers_id	length
RNA_pol_Rpb6	WA_MAG_00002	8e-15	773521	420
SmpB	WA_MAG_00002	1.4e-51	773525	468
Ruv	XWA_MAG_00002	4.5e-36	773553	474
Ribosomal_S6	WA_MAG_00002	9.7e-31	773585	402
Ribosomal_L9_C	WA_MAG_00002	4.3e-25	773587	591
IPPT	WA_MAG_00002	3.2e-61	773670	960
PGK	WA_MAG_00002	2.2e-138	773688	1200
Chorismate_synt	WA_MAG_00002	6.1e-139	773863	1095
AICARFT_IMPCHas	WA_MAG_00002	3.2e-116	773896	1584
ATP-synt_A	WA_MAG_00002	1.1e-60	773902	744
Exonuc_VII_L	WA_MAG_00002	3.4e-94	773938	1434
Ribosomal_L20	WA_MAG_00002	3.6e-50	773981	354
Ribosomal_L35p	WA_MAG_00002	3.3e-22	773982	198
TsaE	WA_MAG_00002	4.8e-32	774046	504
Ribosomal_S10	WA_MAG_00002	6.1e-39	1135889	309
Ribosomal_L3	WA_MAG_00002	2.4e-15	1135890	762
Ribosomal_L4	WA_MAG_00002	9.1e-59	1135891	618
Ribosomal_L23	WA_MAG_00002	1.2e-33	1135892	327
Ribosomal_L2	WA_MAG_00002	2.8e-32	1135893	822
Ribosomal_S19	WA_MAG_00002	2.1e-38	1135894	276
Ribosomal_L22	WA_MAG_00002	2.1e-34	1135895	381
Ribosomal_S3_C	WA_MAG_00002	5.8e-41	1135896	699
Ribosomal_L16	WA_MAG_00002	1.1e-51	1135897	420
Ribosomal_L29	WA_MAG_00002	2.3e-26	1135898	207
Ribosomal_S17	WA_MAG_00002	1.3e-30	1135899	240
Ribosomal_L14	WA_MAG_00002	5.9e-57	1135900	369
ribosomal_L24	WA_MAG_00002	3.7e-25	1135901	315
Ribosomal_L5	WA_MAG_00002	3.4e-29	1135902	546
Ribosomal_S8	WA_MAG_00002	2.6e-48	1135904	399
Ribosomal_L6	WA_MAG_00002	9.5e-34	1135905	534
Ribosomal_L18p	WA_MAG_00002	9.3e-44	1135906	363
Ribosomal_L27A	WA_MAG_00002	2.1e-40	1135909	471
SecY	WA_MAG_00002	5.4e-115	1135910	1335
ADK	WA_MAG_00002	4.7e-57	1135911	570
Ribosomal_S13	WA_MAG_00002	1.3e-35	1135912	369
Ribosomal_S11	WA_MAG_00002	2.6e-51	1135913	396
RNA_pol_L	WA_MAG_00002	5.1e-26	1135914	1017
Ribosomal_L17	WA_MAG_00002	3.2e-40	1135915	435
SecE	WA_MAG_00002	8.3e-18	1662037	198
Ribosomal_L1	WA_MAG_00002	3.3e-56	1662040	693
Ribosom_S12_S23	WA_MAG_00002	4.1e-46	1662045	372
Ribosomal_S7	WA_MAG_00002	4e-69	1662046	471
Adenylsucc_synt	WA_MAG_00003	9.4e-175	175281	1320
Ribosomal_L32p	WA_MAG_00003	3.4e-23	175289	201
RsfS	WA_MAG_00003	1.3e-25	361182	342
SecE	WA_MAG_00003	1.8e-21	900015	372
Ribosomal_L1	WA_MAG_00003	7.3e-57	900018	696
IPPT	WA_MAG_00003	6.4e-83	1090152	942
Exonuc_VII_L	WA_MAG_00003	7.1e-95	1090167	1395
Ribosomal_S20p	WA_MAG_00003	7.1e-25	1090169	261
Ribosomal_L9_C	WA_MAG_00003	1e-26	1448915	456
Ribosomal_S6	WA_MAG_00003	3.3e-27	1448917	339
Ribosomal_L19	WA_MAG_00003	7.2e-52	1273843	351
TsaE	WA_MAG_00003	2.3e-39	1273859	462
eIF-1a	WA_MAG_00003	2.8e-29	1273865	219
RecO_C	WA_MAG_00003	3.2e-19	1299245	699
RRF	WA_MAG_00003	4.2e-61	244157	558
tRNA_m1G_MT	WA_MAG_00003	7.2e-67	244172	675
Ribosomal_S15	WA_MAG_00003	6.4e-39	244191	261
Ribosomal_S7	WA_MAG_00003	1.2e-67	422796	468
Ribosom_S12_S23	WA_MAG_00003	3.4e-43	422797	375
Ribosomal_S9	WA_MAG_00003	2.3e-48	1307253	396
Ribosomal_L13	WA_MAG_00003	8.9e-59	1307254	504
AICARFT_IMPCHas	WA_MAG_00003	1.6e-121	1307284	1542
Ribosomal_L20	WA_MAG_00003	2.7e-49	1665392	360
SmpB	WA_MAG_00003	2.2e-64	447131	480
RNA_pol_Rpb6	WA_MAG_00003	2e-17	447155	339
Ribosomal_S10	WA_MAG_00003	7.2e-36	1338826	312
Ribosomal_L3	WA_MAG_00003	3.5e-17	1338827	858
Ribosomal_L4	WA_MAG_00003	1.2e-58	1338828	615
Ribosomal_L23	WA_MAG_00003	1.9e-32	1338829	291
Ribosomal_L2	WA_MAG_00003	7.1e-38	1338830	825
Ribosomal_S19	WA_MAG_00003	5.3e-38	1338831	270
Ribosomal_L22	WA_MAG_00003	9.7e-36	1338832	333
Ribosomal_S3_C	WA_MAG_00003	1.2e-40	1338833	693
Ribosomal_L16	WA_MAG_00003	2.7e-50	1338834	411
Ribosomal_L29	WA_MAG_00003	9.7e-21	1338835	189
Ribosomal_S17	WA_MAG_00003	1.3e-30	1338836	267
Ribosomal_L14	WA_MAG_00003	2.8e-55	1338837	369
ribosomal_L24	WA_MAG_00003	3.1e-24	1338838	312
Ribosomal_L5	WA_MAG_00003	1.4e-26	1338839	540
Ribosomal_S8	WA_MAG_00003	8.7e-52	1338841	390
Ribosomal_L6	WA_MAG_00003	3.6e-40	1338842	546
Ribosomal_L18p	WA_MAG_00003	1.9e-41	1338843	348
Ribosomal_L27A	WA_MAG_00003	9.6e-30	1338846	444
SecY	WA_MAG_00003	5.8e-117	1338847	1302
Ribosomal_S13	WA_MAG_00003	1.3e-34	1338848	354
Ribosomal_S11	WA_MAG_00003	3.3e-50	1338849	387
RNA_pol_L	WA_MAG_00003	3.7e-23	1338851	981
Ribosomal_L17	WA_MAG_00003	3.5e-36	1338852	393
Ham1p_like	WA_MAG_00003	1.2e-62	1338889	597
GrpE	WA_MAG_00003	1.8e-52	825622	546
ATP-synt_A	WA_MAG_00003	7.1e-54	825626	873
OSCP	WA_MAG_00003	1.5e-43	825629	549
ATP-synt	WA_MAG_00003	1.3e-98	825631	864
Ribonuclease_P	WA_MAG_00003	5.7e-24	825640	339
UPF0054	WA_MAG_00003	3.6e-39	834326	441
ADK	WA_MAG_00003	2.8e-62	834368	651
tRNA-synt_1d	WA_MAG_00003	2.7e-31	834383	1701
PGK	WA_MAG_00003	1.5e-144	834398	1164
RBFA	WA_MAG_00003	5.2e-30	834411	339
Ruv	XWA_MAG_00003	8.6e-41	834420	426
SecG	WA_MAG_00003	3e-24	834482	351
EF_TS	WA_MAG_00003	2.3e-70	330075	879
Ribosomal_S2	WA_MAG_00003	2.5e-91	330076	930
Pept_tRNA_hydro	WA_MAG_00003	5.6e-60	330080	576
Chorismate_synt	WA_MAG_00003	1e-139	330658	1101
Ribosomal_S16	WA_MAG_00003	5.5e-25	345525	441
Ribosomal_L28	WA_MAG_00003	5.3e-30	345528	237
YajC	WA_MAG_00003	9.8e-30	345545	342
Ribosomal_L27	WA_MAG_00003	2.3e-39	697972	258
Ribosomal_L21p	WA_MAG_00003	7.5e-42	697973	312
UPF0054	WA_MAG_00004	1.9e-24	11754	444
Adenylsucc_synt	WA_MAG_00004	2.8e-168	897178	1281
ADK	WA_MAG_00004	1.1e-55	549224	573
Ribosomal_S20p	WA_MAG_00004	7.2e-25	1256083	252
Ribosomal_L35p	WA_MAG_00004	5.8e-27	731813	198
Ribosomal_L20	WA_MAG_00004	3.2e-48	731814	345
Ruv	XWA_MAG_00004	3.7e-33	1621505	411
SecG	WA_MAG_00004	7e-20	220264	357
AICARFT_IMPCHas	WA_MAG_00004	9e-102	220268	1533
RecO_C	WA_MAG_00004	1.3e-07	397828	573
RsfS	WA_MAG_00004	2.2e-28	1460580	381
Ribosomal_S15	WA_MAG_00004	3.8e-34	420862	270
SecE	WA_MAG_00004	2.4e-19	1478677	186
Ribosomal_L1	WA_MAG_00004	2.5e-54	1478680	690
Ribosomal_L28	WA_MAG_00004	1.1e-26	1478712	237
Ribosomal_S16	WA_MAG_00004	4.9e-25	87452	603
tRNA-synt_1d	WA_MAG_00004	3.5e-44	454493	1782
TsaE	WA_MAG_00004	5.8e-36	635047	426
Ham1p_like	WA_MAG_00004	2.6e-55	1519800	576
Ribosomal_S6	WA_MAG_00004	8.5e-31	1519807	336
Ribosomal_L9_C	WA_MAG_00004	1.2e-26	1519809	453
Ribosomal_L19	WA_MAG_00004	1.7e-44	1519821	351
tRNA_m1G_MT	WA_MAG_00004	1.5e-53	1519822	681
Chorismate_synt	WA_MAG_00004	6.4e-147	638516	1059
Ribosomal_L32p	WA_MAG_00004	2.7e-23	475343	195
RBFA	WA_MAG_00004	9.8e-27	659050	393
Ribonuclease_P	WA_MAG_00004	3.2e-21	1366019	375
Ribosom_S12_S23	WA_MAG_00004	2.4e-28	839426	231
Ribosomal_S7	WA_MAG_00004	3.9e-64	839427	477
Ribosomal_S10	WA_MAG_00004	2.7e-38	839429	306
Ribosomal_L3	WA_MAG_00004	1.9e-19	839430	618
Ribosomal_L4	WA_MAG_00004	4.1e-65	839431	633
Ribosomal_L23	WA_MAG_00004	1.1e-28	839432	291
Ribosomal_L2	WA_MAG_00004	6.6e-35	839433	825
Ribosomal_S19	WA_MAG_00004	4.9e-39	839434	279
Ribosomal_L22	WA_MAG_00004	1e-29	839435	417
Ribosomal_S3_C	WA_MAG_00004	1.8e-40	839436	711
Ribosomal_L16	WA_MAG_00004	6.2e-53	839437	423
Ribosomal_L29	WA_MAG_00004	5.5e-20	839438	192
Ribosomal_S17	WA_MAG_00004	2e-32	839439	258
Ribosomal_L14	WA_MAG_00004	4e-58	839440	369
ribosomal_L24	WA_MAG_00004	2.3e-31	839441	315
Ribosomal_L5	WA_MAG_00004	2.6e-26	839442	552
Ribosomal_S8	WA_MAG_00004	6.6e-53	839444	399
Ribosomal_L6	WA_MAG_00004	5.9e-36	839445	543
Ribosomal_L18p	WA_MAG_00004	9.2e-46	839446	354
Ribosomal_L27A	WA_MAG_00004	3.2e-41	839449	447
SecY	WA_MAG_00004	9.9e-108	839450	1344
eIF-1a	WA_MAG_00004	2.8e-28	839451	216
Ribosomal_S13	WA_MAG_00004	1.6e-32	839452	375
Ribosomal_S11	WA_MAG_00004	7.1e-46	839453	393
RNA_pol_L	WA_MAG_00004	1.6e-25	839455	993
Ribosomal_L17	WA_MAG_00004	3.1e-33	839456	621
RRF	WA_MAG_00004	8.4e-60	839864	555
EF_TS	WA_MAG_00004	6.3e-68	839866	825
Ribosomal_S2	WA_MAG_00004	1.1e-89	839867	903
Ribosomal_S9	WA_MAG_00004	1.9e-52	839868	387
Ribosomal_L13	WA_MAG_00004	8e-58	839869	456
IPPT	WA_MAG_00004	2.7e-72	1020943	1398
SmpB	WA_MAG_00004	1.8e-58	1020949	462
YajC	WA_MAG_00004	2.4e-28	1024380	282
GrpE	WA_MAG_00004	1.1e-41	1024396	549
RNA_pol_Rpb6	WA_MAG_00004	3.7e-10	676539	327
Ribosomal_L27	WA_MAG_00004	3.3e-36	332015	261
Ribosomal_L21p	WA_MAG_00004	5.9e-38	332016	552
PGK	WA_MAG_00004	1.3e-43	694655	342
ATP-synt_A	WA_MAG_00004	6.1e-54	694671	1137
OSCP	WA_MAG_00004	3.1e-46	694674	540
ATP-synt	WA_MAG_00004	4.7e-98	694676	867
RsfS	WA_MAG_00005	4.1e-27	701724	384
Ribosomal_L28	WA_MAG_00005	1.7e-23	701729	210
Ribosomal_L17	WA_MAG_00005	2.1e-34	1409790	576
RNA_pol_L	WA_MAG_00005	1.2e-25	1409791	993
Ribosomal_S11	WA_MAG_00005	8.6e-47	1409793	384
Ribosomal_S13	WA_MAG_00005	6.6e-33	1409794	369
eIF-1a	WA_MAG_00005	2.4e-29	1409795	222
SecY	WA_MAG_00005	5.7e-104	1409797	1338
Ribosomal_L27A	WA_MAG_00005	1.7e-40	1409798	462
Ribosomal_L18p	WA_MAG_00005	9.9e-46	1409801	354
Ribosomal_L6	WA_MAG_00005	3.8e-39	1409802	552
Ribosomal_S8	WA_MAG_00005	5.3e-52	1409803	399
Ribosomal_L5	WA_MAG_00005	4.8e-23	1409805	552
ribosomal_L24	WA_MAG_00005	9.4e-25	1409806	321
Ribosomal_L14	WA_MAG_00005	1.1e-59	1409807	369
Ribosomal_S17	WA_MAG_00005	1.3e-33	1409808	270
Ribosomal_L29	WA_MAG_00005	2.8e-17	1409809	210
Ribosomal_L16	WA_MAG_00005	1.4e-52	1409810	423
Ribosomal_S3_C	WA_MAG_00005	2.6e-38	1409811	711
Ribosomal_L22	WA_MAG_00005	2.1e-28	1409812	399
Ribosomal_S19	WA_MAG_00005	7.3e-39	1409813	276
Ribosomal_L2	WA_MAG_00005	3.4e-31	1409814	822
Ribosomal_L23	WA_MAG_00005	1.6e-30	1409815	294
Ribosomal_L4	WA_MAG_00005	3.5e-60	1409816	627
Ribosomal_L3	WA_MAG_00005	8.3e-22	1409817	630
Ribosomal_S10	WA_MAG_00005	7.4e-38	1409818	306
Ribosomal_S7	WA_MAG_00005	6.9e-61	1409820	468
Ribosom_S12_S23	WA_MAG_00005	5.7e-44	1409821	378
RBFA	WA_MAG_00005	4.2e-25	1063237	336
AICARFT_IMPCHas	WA_MAG_00005	5.6e-103	1063252	1545
Ribosomal_S15	WA_MAG_00005	9.3e-33	359601	273
Exonuc_VII_L	WA_MAG_00005	2.4e-67	366503	1245
ADK	WA_MAG_00005	7.1e-54	366509	570
Ruv	XWA_MAG_00005	1.3e-34	374640	411
IPPT	WA_MAG_00005	1.3e-74	374649	936
ATP-synt	WA_MAG_00005	3.7e-96	1608833	891
OSCP	WA_MAG_00005	4.9e-47	1608835	558
ATP-synt_A	WA_MAG_00005	3.9e-48	1608838	1164
Ribonuclease_P	WA_MAG_00005	2.9e-16	1082376	426
Pept_tRNA_hydro	WA_MAG_00005	4.5e-60	1082433	558
GrpE	WA_MAG_00005	2.1e-42	36794	594
RNA_pol_Rpb6	WA_MAG_00005	6.5e-09	1447332	339
Chorismate_synt	WA_MAG_00005	1.2e-140	1447374	1095
Ribosomal_L19	WA_MAG_00005	1.6e-47	1447377	360
tRNA_m1G_MT	WA_MAG_00005	5.8e-62	1447378	678
Ribosomal_S16	WA_MAG_00005	1.7e-28	1447409	651
Ribosomal_S20p	WA_MAG_00005	3.4e-26	1632056	255
Ham1p_like	WA_MAG_00005	3.2e-62	1632110	621
Ribosomal_L9_C	WA_MAG_00005	4.4e-29	1632122	447
Ribosomal_S6	WA_MAG_00005	8.2e-30	1632124	378
YajC	WA_MAG_00005	3.7e-26	1634314	315
Ribosomal_L35p	WA_MAG_00005	1e-28	1287178	195
Ribosomal_L20	WA_MAG_00005	1.2e-48	1287179	324
tRNA-synt_1d	WA_MAG_00005	1.3e-47	71369	1767
SmpB	WA_MAG_00005	3.3e-54	87731	435
Ribosomal_L1	WA_MAG_00005	4.8e-55	87749	693
SecE	WA_MAG_00005	5.5e-18	87752	273
PGK	WA_MAG_00005	6.5e-156	1335458	1185
SecG	WA_MAG_00005	3.7e-19	112269	318
Adenylsucc_synt	WA_MAG_00005	1.3e-168	112321	1284
UPF0054	WA_MAG_00005	1.6e-29	1368244	429
Ribosomal_L13	WA_MAG_00005	7.1e-61	1368262	447
Ribosomal_S9	WA_MAG_00005	2.8e-49	1368263	387
Ribosomal_S2	WA_MAG_00005	2e-90	1368264	789
EF_TS	WA_MAG_00005	1.8e-60	1368265	828
RRF	WA_MAG_00005	1.7e-59	1368267	564
Ribosomal_L27	WA_MAG_00005	2.9e-39	1368323	264
Ribosomal_L21p	WA_MAG_00005	1.1e-38	1368324	495
TsaE	WA_MAG_00005	1.8e-33	672629	444
Ribosomal_L27	WA_MAG_00006	1.5e-38	1063604	261
Ribosomal_L21p	WA_MAG_00006	2e-38	1063605	573
Ribosomal_L1	WA_MAG_00006	2.3e-56	1596685	690
SecE	WA_MAG_00006	4.6e-17	1596688	273
RsfS	WA_MAG_00006	4.9e-27	541015	372
tRNA-synt_1d	WA_MAG_00006	4.7e-45	223237	1809
Ribosomal_L28	WA_MAG_00006	8.5e-27	1296207	237
RBFA	WA_MAG_00006	7.6e-27	1648815	393
GrpE	WA_MAG_00006	5.7e-41	1322959	534
Pept_tRNA_hydro	WA_MAG_00006	2.4e-55	1162812	630
Ribosomal_L32p	WA_MAG_00006	2.1e-23	1341977	198
RecO_C	WA_MAG_00006	1.6e-16	1341998	729
RRF	WA_MAG_00006	8.5e-59	815312	555
Ribosomal_L13	WA_MAG_00006	2.3e-55	1523373	456
Ribosomal_S9	WA_MAG_00006	8.6e-51	1523374	387
Ribosomal_S2	WA_MAG_00006	1.4e-92	1523375	870
EF_TS	WA_MAG_00006	1.7e-66	1523376	765
UPF0054	WA_MAG_00006	1.3e-20	116296	432
Ribonuclease_P	WA_MAG_00006	1.5e-18	648518	345
Ribosomal_S20p	WA_MAG_00006	1.1e-27	1186669	252
SecG	WA_MAG_00006	6.9e-21	306380	369
AICARFT_IMPCHas	WA_MAG_00006	4e-105	306386	1518
PGK	WA_MAG_00006	6.4e-148	661513	1188
TsaE	WA_MAG_00006	1.9e-35	487063	411
IPPT	WA_MAG_00006	1.4e-67	665306	894
SmpB	WA_MAG_00006	5.5e-57	665315	459
Ribosomal_L19	WA_MAG_00006	7.5e-44	844228	351
tRNA_m1G_MT	WA_MAG_00006	6.9e-59	844229	693
RNA_pol_Rpb6	WA_MAG_00006	2.4e-08	844246	330
Ham1p_like	WA_MAG_00006	1.3e-65	668260	585
Ribosom_S12_S23	WA_MAG_00006	5e-47	1726229	375
Ribosomal_S7	WA_MAG_00006	1e-64	1726230	477
Ribosomal_S10	WA_MAG_00006	1.1e-38	1726232	306
Ribosomal_L3	WA_MAG_00006	1.3e-21	1726233	618
Ribosomal_L4	WA_MAG_00006	1.4e-62	1726234	627
Ribosomal_L23	WA_MAG_00006	1.5e-31	1726235	291
Ribosomal_L2	WA_MAG_00006	8.2e-37	1726236	825
Ribosomal_S19	WA_MAG_00006	6.5e-39	1726237	279
Ribosomal_L22	WA_MAG_00006	1.7e-30	1726238	405
Ribosomal_S3_C	WA_MAG_00006	4.3e-40	1726239	711
Ribosomal_L16	WA_MAG_00006	6.4e-52	1726240	420
Ribosomal_L29	WA_MAG_00006	2.5e-18	1726241	198
Ribosomal_S17	WA_MAG_00006	6.9e-31	1726242	258
Ribosomal_L14	WA_MAG_00006	2.7e-57	1726243	369
ribosomal_L24	WA_MAG_00006	4.2e-31	1726244	312
Ribosomal_L5	WA_MAG_00006	2.5e-27	1726245	552
Ribosomal_S8	WA_MAG_00006	1.7e-50	1726247	402
Ribosomal_L6	WA_MAG_00006	4.4e-37	1726248	543
Ribosomal_L18p	WA_MAG_00006	2.6e-47	1726249	357
Ribosomal_L27A	WA_MAG_00006	4.2e-43	1726252	453
SecY	WA_MAG_00006	4.9e-109	1726253	1350
eIF-1a	WA_MAG_00006	2.8e-28	1726254	216
Ribosomal_S13	WA_MAG_00006	6.5e-35	1726255	375
Ribosomal_S11	WA_MAG_00006	1.6e-46	1726256	384
RNA_pol_L	WA_MAG_00006	2.2e-27	1726258	993
Ribosomal_L17	WA_MAG_00006	1.1e-34	1726259	570
Ribosomal_L20	WA_MAG_00006	4.5e-48	671737	345
Ribosomal_L35p	WA_MAG_00006	8.3e-28	671738	198
Adenylsucc_synt	WA_MAG_00006	5.3e-167	1378521	1275
Ruv	XWA_MAG_00006	9.5e-35	1378532	432
YajC	WA_MAG_00006	1.7e-26	500460	291
ADK	WA_MAG_00006	8.7e-54	1212378	618
Chorismate_synt	WA_MAG_00006	1.6e-147	859768	1071
Ribosomal_S6	WA_MAG_00006	1.6e-32	1037431	339
Ribosomal_L9_C	WA_MAG_00006	1.8e-25	1037433	456
Ribosomal_S16	WA_MAG_00006	5.8e-25	340782	765
ATP-synt	WA_MAG_00006	1.3e-99	699886	861
OSCP	WA_MAG_00006	1.2e-41	699888	549
ATP-synt_A	WA_MAG_00006	1.6e-48	699891	1071
Ribosomal_L20	WA_MAG_00007	1.1e-48	882556	345
Ribosomal_L35p	WA_MAG_00007	1.3e-27	882557	198
UPF0054	WA_MAG_00007	1.3e-27	185719	414
PGK	WA_MAG_00007	5.2e-150	185723	1191
RNA_pol_Rpb6	WA_MAG_00007	1.5e-10	16185	333
Ribosomal_L27	WA_MAG_00007	2.2e-38	1599759	264
Ribosomal_L21p	WA_MAG_00007	8.7e-40	1599760	534
Ribonuclease_P	WA_MAG_00007	2.3e-21	29385	375
ATP-synt_A	WA_MAG_00007	7.5e-52	559666	1143
tRNA-synt_1d	WA_MAG_00007	5.4e-43	210014	1788
Ribosomal_L17	WA_MAG_00007	4.7e-34	210021	465
RNA_pol_L	WA_MAG_00007	1.9e-25	210022	993
Ribosomal_S11	WA_MAG_00007	2.7e-46	210024	393
Ribosomal_S13	WA_MAG_00007	2e-35	210025	375
eIF-1a	WA_MAG_00007	2.7e-28	210026	216
SecY	WA_MAG_00007	7.7e-108	210027	1344
Ribosomal_L27A	WA_MAG_00007	2.1e-42	210028	453
Ribosomal_L18p	WA_MAG_00007	1.3e-46	210031	357
Ribosomal_L6	WA_MAG_00007	1.6e-37	210032	543
Ribosomal_S8	WA_MAG_00007	6.8e-51	210033	402
Ribosomal_L5	WA_MAG_00007	2e-26	210035	552
ribosomal_L24	WA_MAG_00007	3.1e-28	210036	315
Ribosomal_L14	WA_MAG_00007	1.4e-59	210037	369
Ribosomal_S17	WA_MAG_00007	1.5e-32	210038	258
